Rótulos de Linha;Soma de Quantity;Soma de Tax 5%;Soma de Total;Soma de Unit price;Soma de cogs;Soma de gross margin percentage;Soma de gross income;Soma de Rating
01/05/2019;4;14,148;297,108;70,74;282,96;4,761904762;14,148;4,4
16;4;14,148;297,108;70,74;282,96;4,761904762;14,148;4,4
145-94-9061;5;22,09;463,89;88,36;441,8;4,761904762;22,09;9,6
B;5;22,09;463,89;88,36;441,8;4,761904762;22,09;9,6
Mandalay;5;22,09;463,89;88,36;441,8;4,761904762;22,09;9,6
Normal;5;22,09;463,89;88,36;441,8;4,761904762;22,09;9,6
Female;5;22,09;463,89;88,36;441,8;4,761904762;22,09;9,6
Food and beverages;5;22,09;463,89;88,36;441,8;4,761904762;22,09;9,6
1/25/2019;5;22,09;463,89;88,36;441,8;4,761904762;22,09;9,6
19;5;22,09;463,89;88,36;441,8;4,761904762;22,09;9,6
146-09-5432;9;15,768;331,128;35,04;315,36;4,761904762;15,768;4,6
A;9;15,768;331,128;35,04;315,36;4,761904762;15,768;4,6
Yangon;9;15,768;331,128;35,04;315,36;4,761904762;15,768;4,6
Member;9;15,768;331,128;35,04;315,36;4,761904762;15,768;4,6
Male;9;15,768;331,128;35,04;315,36;4,761904762;15,768;4,6
Food and beverages;9;15,768;331,128;35,04;315,36;4,761904762;15,768;4,6
02/09/2019;9;15,768;331,128;35,04;315,36;4,761904762;15,768;4,6
19;9;15,768;331,128;35,04;315,36;4,761904762;15,768;4,6
148-41-7930;7;34,986;734,706;99,96;699,72;4,761904762;34,986;6,1
C;7;34,986;734,706;99,96;699,72;4,761904762;34,986;6,1
Naypyitaw;7;34,986;734,706;99,96;699,72;4,761904762;34,986;6,1
Normal;7;34,986;734,706;99,96;699,72;4,761904762;34,986;6,1
Male;7;34,986;734,706;99,96;699,72;4,761904762;34,986;6,1
Health and beauty;7;34,986;734,706;99,96;699,72;4,761904762;34,986;6,1
1/23/2019;7;34,986;734,706;99,96;699,72;4,761904762;34,986;6,1
10;7;34,986;734,706;99,96;699,72;4,761904762;34,986;6,1
148-82-2527;10;6,06;127,26;12,12;121,2;4,761904762;6,06;8,4
C;10;6,06;127,26;12,12;121,2;4,761904762;6,06;8,4
Naypyitaw;10;6,06;127,26;12,12;121,2;4,761904762;6,06;8,4
Member;10;6,06;127,26;12,12;121,2;4,761904762;6,06;8,4
Female;10;6,06;127,26;12,12;121,2;4,761904762;6,06;8,4
Home and lifestyle;10;6,06;127,26;12,12;121,2;4,761904762;6,06;8,4
03/05/2019;10;6,06;127,26;12,12;121,2;4,761904762;6,06;8,4
13;10;6,06;127,26;12,12;121,2;4,761904762;6,06;8,4
149-14-0304;8;11,4;239,4;28,5;228;4,761904762;11,4;6,6
C;8;11,4;239,4;28,5;228;4,761904762;11,4;6,6
Naypyitaw;8;11,4;239,4;28,5;228;4,761904762;11,4;6,6
Member;8;11,4;239,4;28,5;228;4,761904762;11,4;6,6
Female;8;11,4;239,4;28,5;228;4,761904762;11,4;6,6
Health and beauty;8;11,4;239,4;28,5;228;4,761904762;11,4;6,6
02/06/2019;8;11,4;239,4;28,5;228;4,761904762;11,4;6,6
14;8;11,4;239,4;28,5;228;4,761904762;11,4;6,6
149-15-7606;9;16,794;352,674;37,32;335,88;4,761904762;16,794;5,1
B;9;16,794;352,674;37,32;335,88;4,761904762;16,794;5,1
Mandalay;9;16,794;352,674;37,32;335,88;4,761904762;16,794;5,1
Member;9;16,794;352,674;37,32;335,88;4,761904762;16,794;5,1
Male;9;16,794;352,674;37,32;335,88;4,761904762;16,794;5,1
Sports and travel;9;16,794;352,674;37,32;335,88;4,761904762;16,794;5,1
03/06/2019;9;16,794;352,674;37,32;335,88;4,761904762;16,794;5,1
15;9;16,794;352,674;37,32;335,88;4,761904762;16,794;5,1
149-61-1929;10;32,095;673,995;64,19;641,9;4,761904762;32,095;6,7
A;10;32,095;673,995;64,19;641,9;4,761904762;32,095;6,7
Yangon;10;32,095;673,995;64,19;641,9;4,761904762;32,095;6,7
Normal;10;32,095;673,995;64,19;641,9;4,761904762;32,095;6,7
Male;10;32,095;673,995;64,19;641,9;4,761904762;32,095;6,7
Sports and travel;10;32,095;673,995;64,19;641,9;4,761904762;32,095;6,7
1/19/2019;10;32,095;673,995;64,19;641,9;4,761904762;32,095;6,7
14;10;32,095;673,995;64,19;641,9;4,761904762;32,095;6,7
149-71-6266;9;35,1315;737,7615;78,07;702,63;4,761904762;35,1315;4,5
B;9;35,1315;737,7615;78,07;702,63;4,761904762;35,1315;4,5
Mandalay;9;35,1315;737,7615;78,07;702,63;4,761904762;35,1315;4,5
Member;9;35,1315;737,7615;78,07;702,63;4,761904762;35,1315;4,5
Male;9;35,1315;737,7615;78,07;702,63;4,761904762;35,1315;4,5
Sports and travel;9;35,1315;737,7615;78,07;702,63;4,761904762;35,1315;4,5
1/28/2019;9;35,1315;737,7615;78,07;702,63;4,761904762;35,1315;4,5
12;9;35,1315;737,7615;78,07;702,63;4,761904762;35,1315;4,5
150-89-8043;3;6,6975;140,6475;44,65;133,95;4,761904762;6,6975;6,2
A;3;6,6975;140,6475;44,65;133,95;4,761904762;6,6975;6,2
Yangon;3;6,6975;140,6475;44,65;133,95;4,761904762;6,6975;6,2
Normal;3;6,6975;140,6475;44,65;133,95;4,761904762;6,6975;6,2
Male;3;6,6975;140,6475;44,65;133,95;4,761904762;6,6975;6,2
Sports and travel;3;6,6975;140,6475;44,65;133,95;4,761904762;6,6975;6,2
2/14/2019;3;6,6975;140,6475;44,65;133,95;4,761904762;6,6975;6,2
15;3;6,6975;140,6475;44,65;133,95;4,761904762;6,6975;6,2
151-16-1484;4;6,45;135,45;32,25;129;4,761904762;6,45;6,5
A;4;6,45;135,45;32,25;129;4,761904762;6,45;6,5
Yangon;4;6,45;135,45;32,25;129;4,761904762;6,45;6,5
Member;4;6,45;135,45;32,25;129;4,761904762;6,45;6,5
Male;4;6,45;135,45;32,25;129;4,761904762;6,45;6,5
Electronic accessories;4;6,45;135,45;32,25;129;4,761904762;6,45;6,5
2/13/2019;4;6,45;135,45;32,25;129;4,761904762;6,45;6,5
12;4;6,45;135,45;32,25;129;4,761904762;6,45;6,5
151-27-8496;4;11,226;235,746;56,13;224,52;4,761904762;11,226;8,6
C;4;11,226;235,746;56,13;224,52;4,761904762;11,226;8,6
Naypyitaw;4;11,226;235,746;56,13;224,52;4,761904762;11,226;8,6
Normal;4;11,226;235,746;56,13;224,52;4,761904762;11,226;8,6
Female;4;11,226;235,746;56,13;224,52;4,761904762;11,226;8,6
Electronic accessories;4;11,226;235,746;56,13;224,52;4,761904762;11,226;8,6
1/19/2019;4;11,226;235,746;56,13;224,52;4,761904762;11,226;8,6
11;4;11,226;235,746;56,13;224,52;4,761904762;11,226;8,6
151-33-7434;1;3,3885;71,1585;67,77;67,77;4,761904762;3,3885;6,5
B;1;3,3885;71,1585;67,77;67,77;4,761904762;3,3885;6,5
Mandalay;1;3,3885;71,1585;67,77;67,77;4,761904762;3,3885;6,5
Normal;1;3,3885;71,1585;67,77;67,77;4,761904762;3,3885;6,5
Female;1;3,3885;71,1585;67,77;67,77;4,761904762;3,3885;6,5
Food and beverages;1;3,3885;71,1585;67,77;67,77;4,761904762;3,3885;6,5
02/04/2019;1;3,3885;71,1585;67,77;67,77;4,761904762;3,3885;6,5
20;1;3,3885;71,1585;67,77;67,77;4,761904762;3,3885;6,5
152-03-4217;9;5,076;106,596;11,28;101,52;4,761904762;5,076;4,3
B;9;5,076;106,596;11,28;101,52;4,761904762;5,076;4,3
Mandalay;9;5,076;106,596;11,28;101,52;4,761904762;5,076;4,3
Normal;9;5,076;106,596;11,28;101,52;4,761904762;5,076;4,3
Female;9;5,076;106,596;11,28;101,52;4,761904762;5,076;4,3
Home and lifestyle;9;5,076;106,596;11,28;101,52;4,761904762;5,076;4,3
3/17/2019;9;5,076;106,596;11,28;101,52;4,761904762;5,076;4,3
11;9;5,076;106,596;11,28;101,52;4,761904762;5,076;4,3
152-08-9985;9;28,962;608,202;64,36;579,24;4,761904762;28,962;8,6
B;9;28,962;608,202;64,36;579,24;4,761904762;28,962;8,6
Mandalay;9;28,962;608,202;64,36;579,24;4,761904762;28,962;8,6
Member;9;28,962;608,202;64,36;579,24;4,761904762;28,962;8,6
Male;9;28,962;608,202;64,36;579,24;4,761904762;28,962;8,6
Health and beauty;9;28,962;608,202;64,36;579,24;4,761904762;28,962;8,6
03/12/2019;9;28,962;608,202;64,36;579,24;4,761904762;28,962;8,6
12;9;28,962;608,202;64,36;579,24;4,761904762;28,962;8,6
152-68-2907;3;7,83;164,43;52,2;156,6;4,761904762;7,83;9,5
A;3;7,83;164,43;52,2;156,6;4,761904762;7,83;9,5
Yangon;3;7,83;164,43;52,2;156,6;4,761904762;7,83;9,5
Normal;3;7,83;164,43;52,2;156,6;4,761904762;7,83;9,5
Male;3;7,83;164,43;52,2;156,6;4,761904762;7,83;9,5
Food and beverages;3;7,83;164,43;52,2;156,6;4,761904762;7,83;9,5
2/15/2019;3;7,83;164,43;52,2;156,6;4,761904762;7,83;9,5
13;3;7,83;164,43;52,2;156,6;4,761904762;7,83;9,5
153-58-4872;4;14,978;314,538;74,89;299,56;4,761904762;14,978;4,2
C;4;14,978;314,538;74,89;299,56;4,761904762;14,978;4,2
Naypyitaw;4;14,978;314,538;74,89;299,56;4,761904762;14,978;4,2
Member;4;14,978;314,538;74,89;299,56;4,761904762;14,978;4,2
Female;4;14,978;314,538;74,89;299,56;4,761904762;14,978;4,2
Food and beverages;4;14,978;314,538;74,89;299,56;4,761904762;14,978;4,2
03/01/2019;4;14,978;314,538;74,89;299,56;4,761904762;14,978;4,2
15;4;14,978;314,538;74,89;299,56;4,761904762;14,978;4,2
154-74-7179;1;2,7225;57,1725;54,45;54,45;4,761904762;2,7225;7,9
B;1;2,7225;57,1725;54,45;54,45;4,761904762;2,7225;7,9
Mandalay;1;2,7225;57,1725;54,45;54,45;4,761904762;2,7225;7,9
Normal;1;2,7225;57,1725;54,45;54,45;4,761904762;2,7225;7,9
Male;1;2,7225;57,1725;54,45;54,45;4,761904762;2,7225;7,9
Sports and travel;1;2,7225;57,1725;54,45;54,45;4,761904762;2,7225;7,9
2/26/2019;1;2,7225;57,1725;54,45;54,45;4,761904762;2,7225;7,9
19;1;2,7225;57,1725;54,45;54,45;4,761904762;2,7225;7,9
154-87-7367;8;26,104;548,184;65,26;522,08;4,761904762;26,104;6,3
C;8;26,104;548,184;65,26;522,08;4,761904762;26,104;6,3
Naypyitaw;8;26,104;548,184;65,26;522,08;4,761904762;26,104;6,3
Normal;8;26,104;548,184;65,26;522,08;4,761904762;26,104;6,3
Male;8;26,104;548,184;65,26;522,08;4,761904762;26,104;6,3
Home and lifestyle;8;26,104;548,184;65,26;522,08;4,761904762;26,104;6,3
3/15/2019;8;26,104;548,184;65,26;522,08;4,761904762;26,104;6,3
14;8;26,104;548,184;65,26;522,08;4,761904762;26,104;6,3
155-45-3814;8;35,42;743,82;88,55;708,4;4,761904762;35,42;4,7
C;8;35,42;743,82;88,55;708,4;4,761904762;35,42;4,7
Naypyitaw;8;35,42;743,82;88,55;708,4;4,761904762;35,42;4,7
Member;8;35,42;743,82;88,55;708,4;4,761904762;35,42;4,7
Female;8;35,42;743,82;88,55;708,4;4,761904762;35,42;4,7
Electronic accessories;8;35,42;743,82;88,55;708,4;4,761904762;35,42;4,7
3/19/2019;8;35,42;743,82;88,55;708,4;4,761904762;35,42;4,7
15;8;35,42;743,82;88,55;708,4;4,761904762;35,42;4,7
156-20-0370;1;1,2725;26,7225;25,45;25,45;4,761904762;1,2725;5,1
B;1;1,2725;26,7225;25,45;25,45;4,761904762;1,2725;5,1
Mandalay;1;1,2725;26,7225;25,45;25,45;4,761904762;1,2725;5,1
Normal;1;1,2725;26,7225;25,45;25,45;4,761904762;1,2725;5,1
Female;1;1,2725;26,7225;25,45;25,45;4,761904762;1,2725;5,1
Electronic accessories;1;1,2725;26,7225;25,45;25,45;4,761904762;1,2725;5,1
03/10/2019;1;1,2725;26,7225;25,45;25,45;4,761904762;1,2725;5,1
18;1;1,2725;26,7225;25,45;25,45;4,761904762;1,2725;5,1
156-95-3964;4;11,078;232,638;55,39;221,56;4,761904762;11,078;8
A;4;11,078;232,638;55,39;221,56;4,761904762;11,078;8
Yangon;4;11,078;232,638;55,39;221,56;4,761904762;11,078;8
Normal;4;11,078;232,638;55,39;221,56;4,761904762;11,078;8
Female;4;11,078;232,638;55,39;221,56;4,761904762;11,078;8
Food and beverages;4;11,078;232,638;55,39;221,56;4,761904762;11,078;8
3/25/2019;4;11,078;232,638;55,39;221,56;4,761904762;11,078;8
15;4;11,078;232,638;55,39;221,56;4,761904762;11,078;8
157-13-5295;10;25,97;545,37;51,94;519,4;4,761904762;25,97;6,5
A;10;25,97;545,37;51,94;519,4;4,761904762;25,97;6,5
Yangon;10;25,97;545,37;51,94;519,4;4,761904762;25,97;6,5
Member;10;25,97;545,37;51,94;519,4;4,761904762;25,97;6,5
Male;10;25,97;545,37;51,94;519,4;4,761904762;25,97;6,5
Health and beauty;10;25,97;545,37;51,94;519,4;4,761904762;25,97;6,5
03/09/2019;10;25,97;545,37;51,94;519,4;4,761904762;25,97;6,5
18;10;25,97;545,37;51,94;519,4;4,761904762;25,97;6,5
160-22-2687;5;23,9875;503,7375;95,95;479,75;4,761904762;23,9875;8,8
A;5;23,9875;503,7375;95,95;479,75;4,761904762;23,9875;8,8
Yangon;5;23,9875;503,7375;95,95;479,75;4,761904762;23,9875;8,8
Member;5;23,9875;503,7375;95,95;479,75;4,761904762;23,9875;8,8
Female;5;23,9875;503,7375;95,95;479,75;4,761904762;23,9875;8,8
Health and beauty;5;23,9875;503,7375;95,95;479,75;4,761904762;23,9875;8,8
1/23/2019;5;23,9875;503,7375;95,95;479,75;4,761904762;23,9875;8,8
14;5;23,9875;503,7375;95,95;479,75;4,761904762;23,9875;8,8
162-48-8011;5;11,1475;234,0975;44,59;222,95;4,761904762;11,1475;8,5
A;5;11,1475;234,0975;44,59;222,95;4,761904762;11,1475;8,5
Yangon;5;11,1475;234,0975;44,59;222,95;4,761904762;11,1475;8,5
Member;5;11,1475;234,0975;44,59;222,95;4,761904762;11,1475;8,5
Female;5;11,1475;234,0975;44,59;222,95;4,761904762;11,1475;8,5
Food and beverages;5;11,1475;234,0975;44,59;222,95;4,761904762;11,1475;8,5
02/10/2019;5;11,1475;234,0975;44,59;222,95;4,761904762;11,1475;8,5
15;5;11,1475;234,0975;44,59;222,95;4,761904762;11,1475;8,5
162-65-8559;1;3,449;72,429;68,98;68,98;4,761904762;3,449;4,8
C;1;3,449;72,429;68,98;68,98;4,761904762;3,449;4,8
Naypyitaw;1;3,449;72,429;68,98;68,98;4,761904762;3,449;4,8
Member;1;3,449;72,429;68,98;68,98;4,761904762;3,449;4,8
Male;1;3,449;72,429;68,98;68,98;4,761904762;3,449;4,8
Food and beverages;1;3,449;72,429;68,98;68,98;4,761904762;3,449;4,8
1/21/2019;1;3,449;72,429;68,98;68,98;4,761904762;3,449;4,8
20;1;3,449;72,429;68,98;68,98;4,761904762;3,449;4,8
163-56-7055;1;2,4355;51,1455;48,71;48,71;4,761904762;2,4355;4,1
C;1;2,4355;51,1455;48,71;48,71;4,761904762;2,4355;4,1
Naypyitaw;1;2,4355;51,1455;48,71;48,71;4,761904762;2,4355;4,1
Member;1;2,4355;51,1455;48,71;48,71;4,761904762;2,4355;4,1
Male;1;2,4355;51,1455;48,71;48,71;4,761904762;2,4355;4,1
Fashion accessories;1;2,4355;51,1455;48,71;48,71;4,761904762;2,4355;4,1
3/26/2019;1;2,4355;51,1455;48,71;48,71;4,761904762;2,4355;4,1
19;1;2,4355;51,1455;48,71;48,71;4,761904762;2,4355;4,1
166-19-2553;6;26,718;561,078;89,06;534,36;4,761904762;26,718;9,9
A;6;26,718;561,078;89,06;534,36;4,761904762;26,718;9,9
Yangon;6;26,718;561,078;89,06;534,36;4,761904762;26,718;9,9
Member;6;26,718;561,078;89,06;534,36;4,761904762;26,718;9,9
Male;6;26,718;561,078;89,06;534,36;4,761904762;26,718;9,9
Sports and travel;6;26,718;561,078;89,06;534,36;4,761904762;26,718;9,9
1/18/2019;6;26,718;561,078;89,06;534,36;4,761904762;26,718;9,9
17;6;26,718;561,078;89,06;534,36;4,761904762;26,718;9,9
169-52-4504;3;2,3535;49,4235;15,69;47,07;4,761904762;2,3535;5,8
A;3;2,3535;49,4235;15,69;47,07;4,761904762;2,3535;5,8
Yangon;3;2,3535;49,4235;15,69;47,07;4,761904762;2,3535;5,8
Normal;3;2,3535;49,4235;15,69;47,07;4,761904762;2,3535;5,8
Female;3;2,3535;49,4235;15,69;47,07;4,761904762;2,3535;5,8
Electronic accessories;3;2,3535;49,4235;15,69;47,07;4,761904762;2,3535;5,8
3/14/2019;3;2,3535;49,4235;15,69;47,07;4,761904762;2,3535;5,8
14;3;2,3535;49,4235;15,69;47,07;4,761904762;2,3535;5,8
172-42-8274;2;3,827;80,367;38,27;76,54;4,761904762;3,827;5,8
B;2;3,827;80,367;38,27;76,54;4,761904762;3,827;5,8
Mandalay;2;3,827;80,367;38,27;76,54;4,761904762;3,827;5,8
Normal;2;3,827;80,367;38,27;76,54;4,761904762;3,827;5,8
Female;2;3,827;80,367;38,27;76,54;4,761904762;3,827;5,8
Electronic accessories;2;3,827;80,367;38,27;76,54;4,761904762;3,827;5,8
03/02/2019;2;3,827;80,367;38,27;76,54;4,761904762;3,827;5,8
18;2;3,827;80,367;38,27;76,54;4,761904762;3,827;5,8
173-50-1108;4;4,036;84,756;20,18;80,72;4,761904762;4,036;5
B;4;4,036;84,756;20,18;80,72;4,761904762;4,036;5
Mandalay;4;4,036;84,756;20,18;80,72;4,761904762;4,036;5
Member;4;4,036;84,756;20,18;80,72;4,761904762;4,036;5
Female;4;4,036;84,756;20,18;80,72;4,761904762;4,036;5
Sports and travel;4;4,036;84,756;20,18;80,72;4,761904762;4,036;5
2/13/2019;4;4,036;84,756;20,18;80,72;4,761904762;4,036;5
12;4;4,036;84,756;20,18;80,72;4,761904762;4,036;5
173-57-2300;2;7,288;153,048;72,88;145,76;4,761904762;7,288;6,1
C;2;7,288;153,048;72,88;145,76;4,761904762;7,288;6,1
Naypyitaw;2;7,288;153,048;72,88;145,76;4,761904762;7,288;6,1
Member;2;7,288;153,048;72,88;145,76;4,761904762;7,288;6,1
Male;2;7,288;153,048;72,88;145,76;4,761904762;7,288;6,1
Sports and travel;2;7,288;153,048;72,88;145,76;4,761904762;7,288;6,1
3/13/2019;2;7,288;153,048;72,88;145,76;4,761904762;7,288;6,1
12;2;7,288;153,048;72,88;145,76;4,761904762;7,288;6,1
173-82-9529;10;18,975;398,475;37,95;379,5;4,761904762;18,975;9,7
B;10;18,975;398,475;37,95;379,5;4,761904762;18,975;9,7
Mandalay;10;18,975;398,475;37,95;379,5;4,761904762;18,975;9,7
Normal;10;18,975;398,475;37,95;379,5;4,761904762;18,975;9,7
Female;10;18,975;398,475;37,95;379,5;4,761904762;18,975;9,7
Fashion accessories;10;18,975;398,475;37,95;379,5;4,761904762;18,975;9,7
1/26/2019;10;18,975;398,475;37,95;379,5;4,761904762;18,975;9,7
14;10;18,975;398,475;37,95;379,5;4,761904762;18,975;9,7
174-36-3675;2;9,937;208,677;99,37;198,74;4,761904762;9,937;5,2
C;2;9,937;208,677;99,37;198,74;4,761904762;9,937;5,2
Naypyitaw;2;9,937;208,677;99,37;198,74;4,761904762;9,937;5,2
Member;2;9,937;208,677;99,37;198,74;4,761904762;9,937;5,2
Male;2;9,937;208,677;99,37;198,74;4,761904762;9,937;5,2
Food and beverages;2;9,937;208,677;99,37;198,74;4,761904762;9,937;5,2
2/14/2019;2;9,937;208,677;99,37;198,74;4,761904762;9,937;5,2
17;2;9,937;208,677;99,37;198,74;4,761904762;9,937;5,2
174-64-0215;10;34,87;732,27;69,74;697,4;4,761904762;34,87;8,9
B;10;34,87;732,27;69,74;697,4;4,761904762;34,87;8,9
Mandalay;10;34,87;732,27;69,74;697,4;4,761904762;34,87;8,9
Normal;10;34,87;732,27;69,74;697,4;4,761904762;34,87;8,9
Male;10;34,87;732,27;69,74;697,4;4,761904762;34,87;8,9
Sports and travel;10;34,87;732,27;69,74;697,4;4,761904762;34,87;8,9
03/05/2019;10;34,87;732,27;69,74;697,4;4,761904762;34,87;8,9
17;10;34,87;732,27;69,74;697,4;4,761904762;34,87;8,9
174-75-0888;9;9,711;203,931;21,58;194,22;4,761904762;9,711;7,3
B;9;9,711;203,931;21,58;194,22;4,761904762;9,711;7,3
Mandalay;9;9,711;203,931;21,58;194,22;4,761904762;9,711;7,3
Normal;9;9,711;203,931;21,58;194,22;4,761904762;9,711;7,3
Male;9;9,711;203,931;21,58;194,22;4,761904762;9,711;7,3
Electronic accessories;9;9,711;203,931;21,58;194,22;4,761904762;9,711;7,3
3/14/2019;9;9,711;203,931;21,58;194,22;4,761904762;9,711;7,3
12;9;9,711;203,931;21,58;194,22;4,761904762;9,711;7,3
175-54-2529;8;8,868;186,228;22,17;177,36;4,761904762;8,868;9,6
A;8;8,868;186,228;22,17;177,36;4,761904762;8,868;9,6
Yangon;8;8,868;186,228;22,17;177,36;4,761904762;8,868;9,6
Member;8;8,868;186,228;22,17;177,36;4,761904762;8,868;9,6
Male;8;8,868;186,228;22,17;177,36;4,761904762;8,868;9,6
Food and beverages;8;8,868;186,228;22,17;177,36;4,761904762;8,868;9,6
03/03/2019;8;8,868;186,228;22,17;177,36;4,761904762;8,868;9,6
17;8;8,868;186,228;22,17;177,36;4,761904762;8,868;9,6
176-64-7711;3;4,848;101,808;32,32;96,96;4,761904762;4,848;4,3
B;3;4,848;101,808;32,32;96,96;4,761904762;4,848;4,3
Mandalay;3;4,848;101,808;32,32;96,96;4,761904762;4,848;4,3
Normal;3;4,848;101,808;32,32;96,96;4,761904762;4,848;4,3
Male;3;4,848;101,808;32,32;96,96;4,761904762;4,848;4,3
Food and beverages;3;4,848;101,808;32,32;96,96;4,761904762;4,848;4,3
3/27/2019;3;4,848;101,808;32,32;96,96;4,761904762;4,848;4,3
19;3;4,848;101,808;32,32;96,96;4,761904762;4,848;4,3
176-78-1170;3;5,0715;106,5015;33,81;101,43;4,761904762;5,0715;7,3
C;3;5,0715;106,5015;33,81;101,43;4,761904762;5,0715;7,3
Naypyitaw;3;5,0715;106,5015;33,81;101,43;4,761904762;5,0715;7,3
Member;3;5,0715;106,5015;33,81;101,43;4,761904762;5,0715;7,3
Male;3;5,0715;106,5015;33,81;101,43;4,761904762;5,0715;7,3
Health and beauty;3;5,0715;106,5015;33,81;101,43;4,761904762;5,0715;7,3
1/26/2019;3;5,0715;106,5015;33,81;101,43;4,761904762;5,0715;7,3
15;3;5,0715;106,5015;33,81;101,43;4,761904762;5,0715;7,3
181-82-6255;6;4,911;103,131;16,37;98,22;4,761904762;4,911;7
B;6;4,911;103,131;16,37;98,22;4,761904762;4,911;7
Mandalay;6;4,911;103,131;16,37;98,22;4,761904762;4,911;7
Normal;6;4,911;103,131;16,37;98,22;4,761904762;4,911;7
Female;6;4,911;103,131;16,37;98,22;4,761904762;4,911;7
Home and lifestyle;6;4,911;103,131;16,37;98,22;4,761904762;4,911;7
02/08/2019;6;4,911;103,131;16,37;98,22;4,761904762;4,911;7
10;6;4,911;103,131;16,37;98,22;4,761904762;4,911;7
181-94-6432;2;6,933;145,593;69,33;138,66;4,761904762;6,933;9,7
C;2;6,933;145,593;69,33;138,66;4,761904762;6,933;9,7
Naypyitaw;2;6,933;145,593;69,33;138,66;4,761904762;6,933;9,7
Member;2;6,933;145,593;69,33;138,66;4,761904762;6,933;9,7
Male;2;6,933;145,593;69,33;138,66;4,761904762;6,933;9,7
Fashion accessories;2;6,933;145,593;69,33;138,66;4,761904762;6,933;9,7
02/05/2019;2;6,933;145,593;69,33;138,66;4,761904762;6,933;9,7
19;2;6,933;145,593;69,33;138,66;4,761904762;6,933;9,7
182-52-7000;4;5,408;113,568;27,04;108,16;4,761904762;5,408;6,9
A;4;5,408;113,568;27,04;108,16;4,761904762;5,408;6,9
Yangon;4;5,408;113,568;27,04;108,16;4,761904762;5,408;6,9
Member;4;5,408;113,568;27,04;108,16;4,761904762;5,408;6,9
Female;4;5,408;113,568;27,04;108,16;4,761904762;5,408;6,9
Sports and travel;4;5,408;113,568;27,04;108,16;4,761904762;5,408;6,9
01/01/2019;4;5,408;113,568;27,04;108,16;4,761904762;5,408;6,9
20;4;5,408;113,568;27,04;108,16;4,761904762;5,408;6,9
182-69-8360;4;4,73;99,33;23,65;94,6;4,761904762;4,73;4
B;4;4,73;99,33;23,65;94,6;4,761904762;4,73;4
Mandalay;4;4,73;99,33;23,65;94,6;4,761904762;4,73;4
Normal;4;4,73;99,33;23,65;94,6;4,761904762;4,73;4
Female;4;4,73;99,33;23,65;94,6;4,761904762;4,73;4
Electronic accessories;4;4,73;99,33;23,65;94,6;4,761904762;4,73;4
1/30/2019;4;4,73;99,33;23,65;94,6;4,761904762;4,73;4
13;4;4,73;99,33;23,65;94,6;4,761904762;4,73;4
182-88-2763;3;11,9865;251,7165;79,91;239,73;4,761904762;11,9865;5
B;3;11,9865;251,7165;79,91;239,73;4,761904762;11,9865;5
Mandalay;3;11,9865;251,7165;79,91;239,73;4,761904762;11,9865;5
Member;3;11,9865;251,7165;79,91;239,73;4,761904762;11,9865;5
Male;3;11,9865;251,7165;79,91;239,73;4,761904762;11,9865;5
Food and beverages;3;11,9865;251,7165;79,91;239,73;4,761904762;11,9865;5
3/20/2019;3;11,9865;251,7165;79,91;239,73;4,761904762;11,9865;5
19;3;11,9865;251,7165;79,91;239,73;4,761904762;11,9865;5
183-21-3799;9;34,9335;733,6035;77,63;698,67;4,761904762;34,9335;7,2
C;9;34,9335;733,6035;77,63;698,67;4,761904762;34,9335;7,2
Naypyitaw;9;34,9335;733,6035;77,63;698,67;4,761904762;34,9335;7,2
Normal;9;34,9335;733,6035;77,63;698,67;4,761904762;34,9335;7,2
Female;9;34,9335;733,6035;77,63;698,67;4,761904762;34,9335;7,2
Electronic accessories;9;34,9335;733,6035;77,63;698,67;4,761904762;34,9335;7,2
2/19/2019;9;34,9335;733,6035;77,63;698,67;4,761904762;34,9335;7,2
15;9;34,9335;733,6035;77,63;698,67;4,761904762;34,9335;7,2
183-56-6882;4;19,884;417,564;99,42;397,68;4,761904762;19,884;7,5
C;4;19,884;417,564;99,42;397,68;4,761904762;19,884;7,5
Naypyitaw;4;19,884;417,564;99,42;397,68;4,761904762;19,884;7,5
Member;4;19,884;417,564;99,42;397,68;4,761904762;19,884;7,5
Female;4;19,884;417,564;99,42;397,68;4,761904762;19,884;7,5
Food and beverages;4;19,884;417,564;99,42;397,68;4,761904762;19,884;7,5
02/06/2019;4;19,884;417,564;99,42;397,68;4,761904762;19,884;7,5
10;4;19,884;417,564;99,42;397,68;4,761904762;19,884;7,5
186-09-3669;1;4,0755;85,5855;81,51;81,51;4,761904762;4,0755;9,2
C;1;4,0755;85,5855;81,51;81,51;4,761904762;4,0755;9,2
Naypyitaw;1;4,0755;85,5855;81,51;81,51;4,761904762;4,0755;9,2
Member;1;4,0755;85,5855;81,51;81,51;4,761904762;4,0755;9,2
Female;1;4,0755;85,5855;81,51;81,51;4,761904762;4,0755;9,2
Health and beauty;1;4,0755;85,5855;81,51;81,51;4,761904762;4,0755;9,2
1/22/2019;1;4,0755;85,5855;81,51;81,51;4,761904762;4,0755;9,2
10;1;4,0755;85,5855;81,51;81,51;4,761904762;4,0755;9,2
186-43-8965;2;4,768;100,128;47,68;95,36;4,761904762;4,768;4,1
A;2;4,768;100,128;47,68;95,36;4,761904762;4,768;4,1
